Name,Url,Telephone,Longitude,Latitude,AddressRegion,AddressLocality,AddressCountry,Type,Popularity,Capacity
Kilkenny House Hotel,http://www.kilkennyhousehotel.ie,+353(0)567770711,-7.266693,52.667287,Kilkenny,Kilkenny City,Republic of Ireland,Hotel,1,70
Woodfield House Hotel,http://www.woodfield.ie/,+353(0)61453022,-8.650571475,52.66780673,Limerick,Limerick,Republic of Ireland,Hotel,4,278
Coonagh Lodge,http://bandbireland.com/accommodation/26188/coonagh-lodge,+353(0)61327050,-8.687373758,52.66793702,Limerick,Limerick,Republic of Ireland,Self Catering,4,25
Amber Springs Hotel & Health Spa,http://www.amberspringshotel.ie,+353(0)539484000,-6.290339,52.668124,Wexford,Gorey,Republic of Ireland,Hotel,5,159
Coonagh Lodge,,+353(0)61327050,-8.687621355,52.66819143,Limerick,Limerick,Republic of Ireland,Self Catering,5,24
Kilmurry Lodge Hotel,http://www.kilmurrylodge.com,+353(0)61331133,-8.553225624,52.66874797,Limerick,Limerick City,Republic of Ireland,Hotel,1,338
Marlfield House Hotel,http://www.marlfieldhouse.com,+353(0)539421124,-6.27521512,52.66874912,Wexford,Gorey,Republic of Ireland,Hotel,2,243
Armada Lodge,http://www.armadalodgebandb.com,+353(0)61326993,-8.668606,52.672415,Limerick,Limerick,Republic of Ireland,Self Catering,5,6
Armada Lodge B&B,http://armadalodgebandb.com/,+353(0)61326993,-8.668605047,52.67241675,Limerick,Limerick City,Republic of Ireland,Self Catering,3,25
Greenhills Hotel,http://www.greenhillsgroup.com,+353(0)61453033,-8.671157495,52.67371159,Limerick,Limerick City,Republic of Ireland,Hotel,4,218
Seafield Hotel & Spa Resort,http://www.seafieldhotel.com,+353(0)539424000,-6.214066,52.675194,Wexford,Gorey,Republic of Ireland,Hotel,4,248
Nolans B&B,http://www.nolanskilkee.westclare.net,+353(0)659060100,-9.633197,52.676716,Clare,Kilkee,Republic of Ireland,B & B,4,19
Kilkee Bay Hotel,https://www.kilkeebayhotel.com/,+353(0)659060020,-9.641221411,52.6778085,Clare,Kilkee,Republic of Ireland,Hotel,4,302
The Anner Hotel,http://www.annerhotel.ie,+353(0)50421799,-7.796215534,52.67877702,Tipperary,Thurles,Republic of Ireland,Hotel,5,49
Ashdown Park Hotel,http://www.ashdownparkhotel.com,+353(0)539480500,-6.284801,52.678888,Wexford,Gorey,Republic of Ireland,Hotel,2,217
Hayes Hotel,http://www.hayeshotel.com,+353(0)50422122,-7.812183542,52.67930708,Tipperary,Thurles,Republic of Ireland,Hotel,1,332
Bay View Hotel,http://bayviewkilkee.com,+353(0)659056058,-9.646676602,52.67978923,Clare,Kilkee,Republic of Ireland,Hotel,5,308
Stella Maris Hotel,http://www.stellamarishotel.com,+353(0)659056455,-9.646629551,52.68011104,Clare,Kilkee,Republic of Ireland,Hotel,4,106
Radisson Blu Hotel & Spa Limerick,http://www.radissonblu.ie/hotel-limerick,+353(0)61456200,-8.710220653,52.68407723,Limerick,Limerick City,Republic of Ireland,Hotel,1,44
Radisson Blu Hotel & Spa Limerick,http://radissonblu.ie/hotel-limerick,,-8.71011,52.68438,Limerick,Limerick City,Republic of Ireland,Hotel,5,91
Bunratty Castle Hotel,http://www.bunrattycastlehotel.com,+353(0)61478700,-8.815134389,52.69625138,Clare,Bunratty,Republic of Ireland,Hotel,3,314
Bunratty Manor Hotel,http://www.bunrattymanor.ie,+353(0)61707984,-8.818053,52.698579,Clare,Bunratty,Republic of Ireland,Hotel,4,328
Upperchurch Self Catering Cottage & Spa,,+353(0)876626028,-8.038722329,52.70311331,Tipperary,Thurles,Republic of Ireland,Self Catering,2,15
Moloneys B&B,,+353(0)61364185,-8.874182,52.705564,Clare,Shannon Town,Republic of Ireland,B & B,3,7
Castle Oaks House Hotel,http://www.castleoaks.ie,+353(0)61377666,-8.508175511,52.70947516,Limerick,Castleconnell,Republic of Ireland,Hotel,1,54
Briar Lodge,https://www.briarlodgebunratty.com/,+353(0)61363388,-8.822777,52.71225,Clare,Bunratty,Republic of Ireland,Self Catering,5,25
McCabe's B&B,,+353(0)61364330,-8.833838,52.71259,Clare,Bunratty,Republic of Ireland,B & B,2,16
The Oakwood Hotel,http://www.oakwoodarms.com,+353(0)61361500,-8.87466725,52.71263058,Clare,Shannon Town,Republic of Ireland,Hotel,4,301
Airport Manor B&B,http://airportmanorbandb.com,+353(0)868800578,-8.867313936,52.71325362,Clare,Shannon Town,Republic of Ireland,B & B,2,12
Airport Manor B&B,http://airportmanorbandb.com,+353(0)868800578,-8.867313936,52.71325362,Clare,Shannon Town,Republic of Ireland,B & B,2,9
Airport Manor B&B,http://www.airportmanorbandb.com,+353(0)61363010,-8.867176,52.713479,Clare,Shannon Town,Republic of Ireland,B & B,1,10
Shannon Springs Hotel,http://www.shannonspringshotel.com,+353(0)61364588,-8.862044,52.714901,Clare,Shannon V14 A336,Republic of Ireland,Hotel,5,370
Moate B&B,http://www.moatefarm.ie,+353(0)568832283,-7.386589,52.730142,Kilkenny,Freshford R95 XN4V,Republic of Ireland,B & B,4,7
Doonbeg Holiday Cottages,http://www.doonbegcottages.com,+353(0)659055233,-9.573852,52.74591,Clare,Doonbeg,Republic of Ireland,Self Catering,4,20
Trump International Golf Links & Hotel,http://www.trumphotelcollection.com/ireland/,+353(0)659055600,-9.502734978,52.74638768,Clare,Doonbeg,Republic of Ireland,Hotel,3,269
Doonbeg Holiday Cottages,http://www.trumphotelcollection.com/ireland,+353(0)659055602,-9.499873,52.747606,Clare,Doonbeg,Republic of Ireland,Self Catering,1,15
Lacken Lodge,http://www.lackenlodge.com,+353(0)61379083,-8.436704,52.748144,Tipperary,Birdhill,Republic of Ireland,Self Catering,4,26
Dromoland Castle Hotel,http://www.dromoland.ie,,-8.90012,52.76393,Clare,Newmarket-on-fergus,Republic of Ireland,Hotel,1,343
Mount Cashel Lodge,http://www.mtcashel.com,+353(0)61369142,-8.768017,52.765829,Clare,Sixmilebridge,Republic of Ireland,Self Catering,3,18
Bluebell Cottage Tipperary,http://airbnb.ie/rooms/18887511,+353(0)851218219,-8.019568342,52.77536175,Tipperary,Borrisoleigh,Republic of Ireland,Self Catering,4,15
Silver Spruce Lodge,http://www.silversprucelodge.com,+353(0)868614463,-8.1875,52.77616,Tipperary,Nenagh,Republic of Ireland,Self Catering,5,15
Dromoland Castle Hotel,https://www.dromoland.ie/,+353(0)61368144,-8.905659507,52.78347359,Clare,Newmarket on Fergus,Republic of Ireland,Hotel,1,334
Mount Wolseley Hotel Spa & Golf Resort,http://www.mountwolseley.ie,+353(0)599180100,-6.731364,52.791025,Carlow,Tullow,Republic of Ireland,Hotel,1,159
Laburnum Lodge,http://www.laburnum-lodge.com,+353(0)599151718,-6.751564,52.792274,Carlow,Tullow,Republic of Ireland,Self Catering,3,14
Laburnum Lodge,http://laburnum-lodge.com/index.html,+353(0)599149938,-6.75146886,52.79236495,Carlow,Tullow,Republic of Ireland,Self Catering,5,39
Silvermines Cottages,http://www.silvermines.ie/index.html,System.Object[],-8.237943544,52.7936232,Tipperary,Silvermines,Republic of Ireland,Self Catering,5,22
Templemore Arms Hotel,http://www.templemorearms.com,+353(0)50431423,-7.833303,52.797279,Tipperary,Templemore,Republic of Ireland,Hotel,1,101
Royal Hotel Arklow,http://www.theroyalhotel.ie,+353(0)40232524,-6.153970444,52.79815511,Wicklow,Arklow,Republic of Ireland,Hotel,1,45
Bridge Hotel,http://www.arklowbridgehotel.com,+353(0)40231666,-6.15244,52.798163,Wicklow,Arklow,Republic of Ireland,Hotel,5,323
Murphy's Hotel,http://murphys-hotel.ie,+353(0)40238109,-6.464082557,52.79959993,Wicklow,Tinahely,Republic of Ireland,Hotel,4,289
Clonmore Lodge,http://www.clonmorelodge.com,+353(0)657087020,-9.455001,52.799763,Clare,Quilty,Republic of Ireland,Self Catering,1,31
Carramore Lodge,http://www.carramorelodge.net,+353(0)61376704,-8.432844,52.801173,Clare,Killaloe,Republic of Ireland,Self Catering,5,19
"Arklow Bay Conference, Leisure and Spa Hotel",http://www.arklowbay.com,+353(0)40226200,-6.14333677,52.80289582,Wicklow,Arklow,Republic of Ireland,Hotel,2,220
"Arklow Bay Conference, Leisure and Spa Hotel",http://www.arklowbay.com,,-6.14334,52.8029,Wicklow,Arklow,Republic of Ireland,Hotel,4,103
Grove Cottage at The Lodge,http://grovecottagetullow.com/,+353(0)868064905,-6.733433458,52.80883413,Carlow,Tullow,Republic of Ireland,Self Catering,5,21
Eden Lodge,http://www.edenlodge.clareireland.net,+353(0)656824285,-9.022999017,52.81005576,Clare,Ennis,Republic of Ireland,Self Catering,4,25
Lakeside Hotel,http://www.lakesidehotel.ie,+353(0)61376122,-8.444054813,52.81057052,Clare,Killaloe,Republic of Ireland,Hotel,2,62
The Killaloe Hotel & Spa,http://thekillaloe.ie/,+353(0)61376000,-8.454194026,52.81159587,Clare,Killaloe,Republic of Ireland,Hotel,4,341
Lakeside Holiday Cottages,http://www.tridentholidayhomes.ie/rentals/house-killaloe-lakeside-holiday-homes-204794.html,+353(0)12018479,-8.454272,52.812596,Clare,Killaloe,Republic of Ireland,Self Catering,5,24
The Woodford Dolmen Hotel,http://www.woodforddolmenhotel.ie,+353(0)599142002,-6.951564161,52.81395454,Carlow,Carlow,Republic of Ireland,Hotel,4,285
The Celtic B&B,https://www.facebook.com/TheCelticBedandBreakfast/,+353(0)61374899,-8.436283964,52.814904,Tipperary,Ballina,Republic of Ireland,B & B,3,4
Whitethorn Lodge,http://www.whitethornlodge.ie,+353(0)61375257,-8.435652,52.818093,Clare,Killaloe,Republic of Ireland,Self Catering,1,12
Quilty Holiday Cottages,http://www.quiltycottages.com,+353(0)657087095,-9.443341319,52.83060004,Clare,Quilty,Republic of Ireland,Self Catering,4,31
Treacy's West County Conference & Leisure Hotel,http://www.treacyswestcounty.com/,+353(0)656869600,-8.980353223,52.83132703,Clare,Ennis,Republic of Ireland,Hotel,3,98
Woodenbridge Hotel,http://www.woodenbridgehotel.com,+353(0)40235146,-6.234996231,52.83220187,Wicklow,Arklow,Republic of Ireland,Hotel,1,233
Woodenbridge Lodge,http://www.woodenbridgehotel.com,+353(0)40235146,-6.234952878,52.83232292,Wicklow,Arklow,Republic of Ireland,Self Catering,2,26
Dinn Rí Hotel,http://www.dinnri.com,+353(0)599133111,-6.930033732,52.83584625,Carlow,Carlow Town,Republic of Ireland,Hotel,3,152
Racey Byrne's B&B,,+353(0)599131790,-6.92578722,52.83614658,Carlow,Carlow Town,Republic of Ireland,B & B,4,17
Bellbridge House Hotel,http://www.bellbridgehotelclare.com,+353(0)657084038,-9.429529063,52.83769056,Clare,Miltown Malbay,Republic of Ireland,Hotel,2,268
Hotel Woodstock,http://hotelwoodstock.ie,+353(0)656899800,-9.028287495,52.84096748,Clare,Ennis,Republic of Ireland,Hotel,1,176
Seven Oaks Hotel,http://www.sevenoakshotel.com,+353(0)599131308,-6.929373045,52.84103206,Carlow,Carlow Town,Republic of Ireland,Hotel,3,213
Avlon House B&B,http://www.carlowbedandbreakfast.com/,+353(0)599174222,-6.917132,52.842067,Carlow,Carlow,Republic of Ireland,B & B,3,19
Old Ground Hotel,http://www.oldgroundhotelennis.com,+353(0)656828127,-8.983300839,52.84220985,Clare,Ennis,Republic of Ireland,Hotel,2,139
Temple Gate Hotel,http://www.templegatehotel.com,+353(0)656823300,-8.98143238,52.84387926,Clare,Ennis,Republic of Ireland,Hotel,1,374
Temple Gate Hotel,http://www.templegatehotel.com,,-8.98143,52.84388,Clare,Ennis,Republic of Ireland,Hotel,4,232
Armada Hotel,http://www.armadahotel.com,+353(0)657079000,-9.436894,52.845222,Clare,Miltown Malbay,Republic of Ireland,Hotel,1,176
Castle Arms Hotel,http://www.castlearmshotel.ie,+353(0)578736117,-7.396035831,52.84537189,Laois,Durrow,Republic of Ireland,Hotel,1,337
Queens Hotel,http://www.queenshotelennis.com,+353(0)656828963,-8.981618685,52.84541384,Clare,Ennis,Republic of Ireland,Hotel,3,261
Castle Durrow Country House Hotel,http://www.castledurrow.com,+353(0)578736555,-7.402574,52.846167,Laois,Durrow,Republic of Ireland,Hotel,2,205
Castle Durrow Country House Hotel,http://www.castledurrow.com,+353(0)578736555,-7.402574,52.846167,Laois,Durrow,Republic of Ireland,Hotel,4,353
Lawless's Hotel,http://www.lawlesshotel.ie,+353(0)40236146,-6.329443968,52.85457682,Wicklow,Aughrim,Republic of Ireland,Hotel,4,196
Ormond Hotel,http://www.ormondhotel.ie,+353(0)6744404,-8.197875,52.861695,Tipperary,Nenagh,Republic of Ireland,Hotel,1,136
Abbey View B&B,http://www.abbeyview.ie,+353(0)6741554,-8.169705,52.864012,Tipperary,Nenagh,Republic of Ireland,B & B,5,18
"Abbey Court Hotel, Lodges, and Trinity Leisure Spa",http://www.abbeycourt.ie,+353(0)6741111,-8.190088,52.864706,Tipperary,Nenagh,Republic of Ireland,Hotel,1,391
Abbey Court Hotel Lodges,http://www.abbeycourt.ie/self-catering-breaks-ireland.html,+353(0)6741111,-8.190088,52.864706,Tipperary,Nenagh,Republic of Ireland,Hotel,5,221
Auburn Lodge Hotel and Leisure Centre,http://www.auburnlodge.com,+353(0)656821247,-8.980899,52.865242,Clare,Ennis,Republic of Ireland,Hotel,2,174
Ballyblood Lodge and Granny's Cottage,http://www.ballybloodlodge.com,+353(0)656835713,-8.760864972,52.87063716,Clare,Tulla,Republic of Ireland,Self Catering,1,8
Willowbrook B&B,http://www.willowbrook.ie,+353(0)6731558,-8.233994,52.870979,Tipperary,Nenagh,Republic of Ireland,B & B,1,18
Marie's Paradise B&B for kids,http://www.airbnb.ie/rooms/8745032?s=g2Lk4_4Y,+353(0)6747978,-8.398668132,52.8813281,Tipperary,Portroe,Republic of Ireland,B & B,4,10
Macreddin Rock B&B,http://www.macreddinrock.com,+353(0)40236369,-6.331155,52.884021,Wicklow,Aughrim,Republic of Ireland,B & B,3,14
Hillview Farm House B&B,http://www.hillviewbandb.com,+353(0)871250317,-8.829449019,52.88495059,Clare,Tulla,Republic of Ireland,B & B,5,14
Riverbank Cottages,http://www.selfcateringscarriff.com,+353(0)61921354,-8.532997,52.908158,Clare,Scarriff,Republic of Ireland,Self Catering,3,15
Gort na gCapall Cottage,http://www.gortnagcapall.ie,+353(0)6724549,-8.256160154,52.91160298,Tipperary,Dromineer,Republic of Ireland,Self Catering,5,33
Abhainn Mor B&B,http://www.abhainnmor.com/,+353(0)40446330,-6.23981473,52.91212304,Wicklow,Rathdrum,Republic of Ireland,B & B,2,14
Traditional Farm Hostel,http://www.farmhostel.com,+353(0)578734032,-7.477264584,52.91282717,Laois,Ballacolla,Republic of Ireland,Hostel,5,124
St Bridget’s B&B,http://bandbireland.com/accommodation/26068/st-bridget-s,+353(0)830637727,-6.242374893,52.91448866,Wicklow,Rathdrum,Republic of Ireland,B & B,5,6
Lahinch Hostel,http://www.lahinchhostel.ie,+353(0)858390890,-9.345951,52.931107,Clare,Lahinch,Republic of Ireland,Hostel,4,163
Mountshannon Hotel,http://www.mountshannon-hotel.ie,+353(0)61927162,-8.428158697,52.93183914,Clare,Mountshannon,Republic of Ireland,Hotel,4,219
Lahinch Golf & Leisure Hotel,http://www.lahinchgolfhotel.com,+353(0)657081100,-9.344837,52.931844,Clare,Lahinch,Republic of Ireland,Hotel,5,271
The Shamrock Inn Hotel,http://www.shamrockinn.ie,+353(0)657081700,-9.345894,52.93225,Clare,Lahinch,Republic of Ireland,Hotel,2,252
The Atlantic Hotel,http://www.atlantichotel.ie,+353(0)657081049,-9.345873,52.932362,Clare,Lahinch,Republic of Ireland,Hotel,3,173
Jacob's Well B&B,http://www.jacobswellrathdrum.com,+353(0)40446620,-6.230793,52.932588,Wicklow,Rathdrum,Republic of Ireland,B & B,2,6
Scandinavian Lodge,http://www.2glenmalure.com,+353(0)14961039,-6.296435,52.932682,Wicklow,Rathdrum,Republic of Ireland,Self Catering,1,33
Vaughan Lodge,http://vaughanlodge.ie/,+353(0)657081111,-9.341021,52.933529,Clare,Lahinch,Republic of Ireland,Self Catering,3,21
Lehinch Lodge,http://www.lehinchlodge.ie/,+353(0)657081242,-9.338958,52.934156,Clare,Lahinch,Republic of Ireland,Self Catering,4,24
Ardcroney B&B,http://www.ardcroneybandb.com,+353(0)6738240,-8.156721,52.93466,Tipperary,Nenagh,Republic of Ireland,B & B,2,13
Sunrise Bed & Breakfast,http://www.sunrisebandb.com,+353(0)61927343,-8.429078,52.935199,Clare,Mountshannon,Republic of Ireland,B & B,2,8
Hawthorn Lodge B&B,http://www.Mountshannon-clare.com,+353(0)61927120,-8.421831,52.936462,Clare,Mountshannon,Republic of Ireland,Self Catering,1,35
Sancta Maria Hotel,http://www.sancta-maria.ie,+353(0)657081041,-9.319108983,52.93756026,Clare,Lahinch,Republic of Ireland,Hotel,1,106
Lakefield Lodge,http://www.lakefieldlodgebandb.com,+353(0)656837675,-9.061977,52.939716,Clare,Corofin,Republic of Ireland,Self Catering,1,39
Falls Hotel,http://www.fallshotel.ie,,-9.29825,52.94075,Clare,Ennistymon,Republic of Ireland,Hotel,1,176
Falls Hotel,http://www.fallshotel.ie,+353(0)657071004,-9.298247287,52.94075494,Clare,Ennistymon,Republic of Ireland,Hotel,1,155
Ashgrove B&B,http://www.ashgrovebandb.ie,+353(0)40469750,-6.078304918,52.94123888,Wicklow,Wicklow Town,Republic of Ireland,B & B,4,11
Django's Hostel,http://www.djangoshostel.com,+353(0)872569348,-8.039171037,52.94375643,Tipperary,Cloughjordan,Republic of Ireland,Hostel,4,106
Corofin Village Hostel,http://www.corofincamping.com,+353(0)656837683,-9.065221,52.945492,Clare,Corofin,Republic of Ireland,Hostel,4,34
Corofin Village Camping and Caravan,http://www.corofincamping.com,+353(0)656837683,-9.064928,52.945496,Clare,Corofin,Republic of Ireland,Camping,2,29
Wolohan's Silver Strand Caravanning and Camping Park,http://www.silverstrand.ie,+353(0)40469404,-6.016331772,52.95467676,Wicklow,Wicklow Town,Republic of Ireland,Camping,3,48
Streamstown Caravan and Camping Park,http://www.tipperarycaravanpark.com,+353(0)50521519,-7.839739,52.956649,Tipperary,Roscrea,Republic of Ireland,Camping,1,196
Wilderness Lodge & Wicklow Way Holidays,http://www.wildernesslodge.ie,+353(0)16606442,-6.352717759,52.95675699,Wicklow,Glenmalure,Republic of Ireland,Self Catering,2,28
The Glenmalure Lodge,http://www.glenmalurelodge.ie,+353(0)40446188,-6.353519902,52.95769549,Wicklow,Rathdrum,Republic of Ireland,Self Catering,2,19
Slí Dála B&B,http://slidala.com,+353(0)50523270,-7.777397938,52.95771906,Tipperary,Roscrea,Republic of Ireland,B & B,4,12
Racket Hall Hotel,http://www.rackethallhotel.com,+353(0)50521748,-7.760378,52.958778,Tipperary,Roscrea,Republic of Ireland,Hotel,5,235
Racket Hall Country House Hotel,http://www.rackethallhotel.com,+353(0)50521748,-7.760378,52.958778,Tipperary,Roscrea,Republic of Ireland,Hotel,5,334
Grand Hotel,http://www.grandhotel.ie,+353(0)40467337,-6.047372677,52.98069237,Wicklow,Wicklow Town,Republic of Ireland,Hotel,2,97
Emohruo Bed & Breakfast,http://www.doolinholidays.com,+353(0)657074171,-9.401068,52.992612,Clare,Doolin,Republic of Ireland,B & B,1,12
Clanard Court Hotel,http://www.clanardcourt.ie,+353(0)598640666,-6.959851,52.998744,Kildare,Athy,Republic of Ireland,Hotel,5,278
Ashford Cottages,http://ashfordselfcatering.com/,+353(0)40440831,-6.103141,53.00147,Wicklow,Ashford,Republic of Ireland,Self Catering,1,31
Doolin Hostel,http://www.doolinhostel.ie,+353(0)872820587,-9.392972,53.00165,Clare,Doolin,Republic of Ireland,Hostel,3,176
Bel-Air Hotel,http://www.belairhotelequestrian.com,+353(0)40440109,-6.122612841,53.00199633,Wicklow,Ashford,Republic of Ireland,Hotel,3,329
Hunters Hotel,http://www.hunters.ie,+353(0)40440106,-6.084139254,53.00638334,Wicklow,Rathnew,Republic of Ireland,Hotel,5,382
Glendale Holiday Cottages,http://www.glendale-glendalough.com,+353(0)40445410,-6.285584736,53.0072674,Wicklow,Glendalough,Republic of Ireland,Self Catering,1,9
Lynhams Hotel,http://www.lynhamsoflaragh.ie,+353(0)40445345,-6.297207,53.008103,Wicklow,Glendalough,Republic of Ireland,Hotel,3,397
Beech Lodge,http://www.ballindrumfarm.com,+353(0)598626294,-6.884795236,53.00962152,Kildare,Athy,Republic of Ireland,Self Catering,4,32
Glendalough International Youth Hostel,http://anoige.ie/hostels/our-hostel-guide/glendalough-international-hostel/,+353(0)40445342,-6.330241,53.011003,Wicklow,Glendalough,Republic of Ireland,Hostel,4,112
Atlantic View Cottages,http://www.atlanticviewcottages.com,+353(0)656828282,-9.357362,53.011372,Clare,Doolin,Republic of Ireland,Self Catering,4,36
Glendalough Hotel,http://www.glendaloughhotel.com,+353(0)40445135,-6.325768764,53.01140875,Wicklow,Glendalough,Republic of Ireland,Hotel,3,261
